id,lon,lat
2107543897,-122.999081,49.2237826
2107558349,-123.00028,49.2241575
2107566220,-123.000264,49.2243904
2107577754,-122.995043,49.2271584
2107583883,-122.996762,49.2277016
2107587623,-122.99902,49.228088
2107593326,-122.999725,49.2286614
2107600593,-123.003411,49.2291005
2266546282,-123.004087,49.254114799999996
2327356602,-123.136724,49.2966478
2331296243,-123.136114,49.2970131
2442092113,-123.0481742,49.207754
2442092114,-123.04718,49.2075607
2452412388,-122.953288,49.2665699
2649093810,-123.101241,49.243535
2672527820,-123.093669,49.2625786
2735460262,-122.963885,49.2802639
2735461937,-122.96934,49.2802176
2735464057,-122.970156,49.2775104
2735465304,-122.970533,49.2804865
2735490221,-122.946019,49.2688136
2915067899,-123.122447,49.2747978
2915068795,-123.116489,49.2746421
2915208301,-123.121905,49.2743
2915232901,-123.109104,49.2787037
2915233301,-123.107914,49.27877
2933815240,-123.101258,49.2598733
2933862918,-123.10132,49.2581111
2985506428,-123.115415,49.2779896
2985512490,-123.095207,49.2766239
3001429533,-123.11779,49.274254
3066889968,-123.044693,49.2878003
3190360575,-123.197631,49.2352663
3190360576,-123.2061953,49.2376221
3239028277,-123.155346,49.2367499
3239028278,-123.1553631,49.2385429
3239028279,-123.153308,49.2423792
3239037608,-123.139564,49.2495614
3239037857,-123.153161,49.2454373
3239037858,-123.153038,49.2479931
3239037859,-123.152899,49.2519041
3239037860,-123.153711,49.2517678
3239048403,-123.115948,49.2491157
3239048404,-123.0584279,49.2421766
3239048406,-123.056015,49.2505401
3239048407,-123.0031696,49.2433101
3239048408,-123.0038613,49.2476054
3239048409,-123.00451,49.2480095
3370960669,-123.025244,49.3129779
3370960670,-123.024719,49.3130674
3370960672,-123.024202,49.3156514
3370960673,-123.023911,49.3158143
3370960674,-123.020751,49.3176701
3370960676,-123.018655,49.319362
3370960677,-123.018763,49.3193614
3370960678,-123.018888,49.3193657
3438281943,-123.001597,49.266249
3438500447,-122.9843344,49.2604342
3438505070,-123.003056,49.2634022
3438505075,-123.003392,49.2640677
3449504233,-122.955544,49.2836902
3456757226,-123.167801,49.2682753
3476035321,-123.112425,49.2858453
3476051315,-123.112391,49.2849081
3492151385,-123.015156,49.2645924
3492151386,-123.014488,49.2641635
3492151387,-123.014066,49.2649517
3492503907,-123.0256713,49.2813784
3492503909,-123.026066,49.2814925
3492503910,-123.02621,49.2814063
3492503912,-123.0260103,49.2813687
3492503914,-123.026351,49.2813734
3492503915,-123.02636,49.2812122
3492503918,-123.025485,49.2812123
3492503920,-123.0249951,49.2810327
3610152779,-123.1379,49.2668296
3610156326,-123.1246548,49.2768014
3672177854,-123.115497,49.2851646
3678435544,-123.135547,49.2939711
3680209530,-123.1419955,49.2832201
3708509681,-123.129234,49.2788918
3717439584,-123.115249,49.2493687
3720254327,-123.130062,49.3266159
3725343232,-123.110281,49.2830871
3725403841,-123.108161,49.2822466
3738439095,-123.125456,49.2775601
3738439885,-123.117611,49.2822453
3739451261,-123.113635,49.285247
3740792369,-123.15305,49.2726117
3740792370,-123.155423,49.2726792
3740792375,-123.148305,49.2725607
3743637009,-123.115466,49.2809138
3743637096,-123.127024,49.2775724
3745030474,-123.12661,49.2806511
3746148423,-123.131005,49.2801637
3748688112,-122.945612,49.227997
3748827414,-123.129617,49.2794843
3763056611,-123.115793,49.2840821
3763312405,-123.11999,49.285298
3764696422,-123.129623,49.2789238
3769892323,-123.13887,49.2854306
3769892466,-123.069947,49.2591638
3769892467,-123.069958,49.2575221
3769902515,-123.136502,49.2838887
3771324587,-123.099839,49.2733784
3771327400,-123.087573,49.27647
3771327402,-123.091199,49.2765352
3777123942,-123.170695,49.2347973
3777224208,-123.093693,49.2831442
3777224209,-123.0980898,49.2832252
3777224210,-123.094851,49.2821363
3777224211,-123.0910734,49.2820462
3777224212,-123.091973,49.2813077
3777224213,-123.09392,49.2813329
3777224214,-123.095827,49.2813725
3785687433,-123.131745,49.2808386
3786840508,-123.11955,49.2812492
3789851068,-123.11422,49.285406
3789883481,-123.113511,49.283878
3789883496,-123.119487,49.2853516
3789883501,-123.126512,49.2809911
3789883872,-123.12051,49.2846552
3789883874,-123.124926,49.2820144
3789883969,-123.117256,49.2861095
3789883974,-123.123377,49.2830364
3803457711,-123.022835,49.2655248
3823834280,-123.0687704,49.2624429
3825593158,-123.0447603,49.2441279
3825593159,-123.0450552,49.2444025
3825593160,-123.0456001,49.2442662
3825593161,-123.0453445,49.2441898
3868390882,-123.168173,49.2686501
3874088857,-123.09878,49.2731695
3874100209,-123.028598,49.3054889
3874100210,-123.028849,49.305501
3874100216,-123.0284687,49.3053509
3874100219,-123.028734,49.3056314
3874100220,-123.0283455,49.3051273
3874152785,-122.973576,49.2432503
3874157163,-122.972461,49.2440569
3874157164,-122.974757,49.2452006
3875476016,-122.9582994,49.2120517
3875476017,-122.9586692,49.2121956
3875476018,-122.9584859,49.2122589
3875476019,-122.9586708,49.2120413
3875476020,-122.9584924,49.2119779
