id,lat,lon,name
37057448,49.2925159,-123.1312263,Marina Square
37057449,49.292396,-123.1278109,Cardero Park
37057478,49.2854119,-123.101492,CRAB Park at Portside
37057499,49.2843296,-123.0996394,Wendy Poole Park
37057832,49.2785275,-123.1044759,Andy Livingstone Park
37057834,49.2795657,-123.1030624,Dr. Sun Yat-Sen Park
37058199,49.2743789,-123.1029277,Creekside Park
37058200,49.2732854,-123.1143583,Coopers' Park
37058223,49.2642834,-123.1081085,Jonathan Rogers Park
37058235,49.2615799,-123.1072002,Major Matthews Park
37058239,49.2571063,-123.1062124,Mount Pleasant Park
37058243,49.2570238,-123.0988527,Tea Swamp Park
37058254,49.2539785,-123.10196,Grimmett Park
37058282,49.244737,-123.1083521,Hillcrest Park
37058285,49.2425911,-123.1071244,Nat Bailey Stadium Park
37058354,49.2376177,-123.0974896,Cartier Park
37058388,49.2384271,-123.1258062,Oak Meadows Park
37058408,49.2213688,-123.1179269,Cambie Park
37058447,49.2102373,-123.1194573,Ash Park
37058507,49.205432,-123.1385245,Marpole Park
37058527,49.20222,-123.1249372,Park Site on Shaughnessy Street
37058533,49.2067636,-123.142927,William Mackie Park
37058550,49.2083569,-123.1511387,Fraser River Park
37060336,49.2182383,-123.1852427,Deering Island Park
37060373,49.2236371,-123.1602448,Maple Grove Park
37060376,49.2164364,-123.1553234,Arbutus Park
37060396,49.2267845,-123.1644511,McCleery Park
37060423,49.2337454,-123.1634856,Elm Park
37060489,49.2331821,-123.1571014,Kerrisdale Centennial Park
37060510,49.2228123,-123.0987462,Sunset Park
37060556,49.2297456,-123.0983694,MacDonald Park
37060602,49.2409806,-123.0850527,Grays Park
37060637,49.2385079,-123.0754411,Kensington Park
37060767,49.2373287,-123.0509715,Norquay Park
37060776,49.2334604,-123.0476544,Earles Park
37062027,49.2057991,-123.059505,Gladstone-Riverside Park
37062029,49.2056891,-123.0496096,Riverfront Park
37062091,49.2107257,-123.0363302,Everett Crowley Park
37062094,49.2182875,-123.0340729,Captain Cook Park
37062139,49.2159215,-123.0323182,Champlain Heights Park
37062250,49.2370437,-123.036879,Collingwood Park
37062257,49.236083,-123.031116,Gaston Park
37062271,49.2364193,-123.0289877,Melbourne Park
37062397,49.2340494,-123.028716,Foster Park
37062400,49.2347312,-123.0272286,Aberdeen Park
37062402,49.240065799999996,-123.0244165,Price Park
37062447,49.2419768,-123.0304084,Carleton Park
37062496,49.2558065,-123.0273312,Falaise Park
37062497,49.2531192,-123.0268069,Falaise Park
37062542,49.2666175,-123.0351435,Sunrise Park
37062564,49.2641137,-123.0459123,Kaslo Park
37062594,49.2681578,-123.0590165,Garden Park
37062626,49.2803503,-123.0401052,Hastings Community Park
37062704,49.2763576,-123.0254972,Adanac Park
37062742,49.2733906,-123.0277422,Charles Park
37062895,49.2719643,-123.2141927,Westmount Park
37063023,49.3019228,-123.138002,Stanley Park
37063024,49.284524,-123.1419016,English Bay Beach Park
37063035,49.2776353,-123.1365313,Sunset Beach Park
37114399,49.2817532,-123.104638,Pigeon Park (Pioneer Place)
37264998,49.2438476,-123.1495988,Quilchena Park
37856603,49.1642801,-123.121921,Garden City Community Park
37860741,49.1391064,-123.1248913,South Arm Community Park
37864986,49.1578348,-123.1212265,Paulik Neighbourhood Park
37878050,49.212509,-123.1682073,McDonald Beach Park
37886439,49.1455118,-123.1201477,
39452593,49.1290253,-122.9161602,Huff Boulevard Park
39869557,49.2860185,-122.9796851,PARK_B
39869590,49.2864798,-122.9803468,PARK_A
40705217,49.2815873,-122.9579222,Lou Moro Park
41738753,49.2809659,-122.9841843,Dynes Park
41745659,49.2893385,-122.7863256,Town Centre Park
41746076,49.268161,-122.7739265,Aggie Park
41840096,49.2599647,-122.9482327,Camrose Park
41840206,49.2471699,-122.9391817,Burnaby Lake Regional Park
41840207,49.2568176,-122.973777,Burnaby Lake Park
41840326,49.271631,-123.0129068,Willingdon Heights Park
41840545,49.288353,-123.0191507,Burnaby Heights Park
41841179,49.2520298,-122.8121316,Riverview Forest
41841492,49.2161102,-122.9354417,Mary Avenue Park
41841917,49.2527042,-122.8662128,Blue Mountain Park
41843298,49.2609124,-122.8777911,Mountain View Park
41843304,49.2600489,-122.8585922,Como Lake Park
41879321,49.2274072,-122.8943012,Sapperton Park
41880305,49.2367002,-122.8632292,Mackin Park
41884750,49.2866177,-122.7729232,Coquitlam River Park
42160734,49.2528932,-122.9387129,Charles Rummel Park
42160739,49.2538886,-122.9427412,Eagle Creek Ravine Park
42162690,49.2879823,-122.984922,Harbourview Park
42162813,49.244406,-122.9969787,Greentree Village Park
42162925,49.2389666,-123.007694,
42162927,49.2374987,-123.0068349,
42162928,49.2374833,-123.004811,
42162931,49.2331069,-123.0058595,Old Orchard Park
42162933,49.2411396,-123.0057,Westburn Ravine Park
42163156,49.2350133,-123.0146682,George McLean Park
42163188,49.2628242,-123.0131234,Jim Lorimer Park
42166321,49.2894614,-122.9253034,Barnet Marine Park
42166326,49.2904745,-122.9295521,Barnet Marine Park
42166551,49.2821808,-122.9787551,George Green Park
42472552,49.2559605,-122.7933997,Gates Park
42502515,49.2494571,-122.7772408,Robert Hope Park
42526948,49.2239881,-122.8171748,Maquabeak Park
42526993,49.2233302,-122.8383956,Fraser River Foreshore and Natural Areas
42584101,49.2830574,-122.7509107,Chelsea Park
42588804,49.2747099,-122.7402857,Evergreen Park
42599285,49.2774669,-122.7635533,Wellington Park
42828427,49.2853039,-122.8154974,Eagle Mountain Hydro Right-of-Way
42828791,49.2960886,-122.8149112,Bramble Park
42828851,49.2884755,-122.8152074,Eagle Mountain Hydro Right-of-Way
42829657,49.2811747,-122.81504,Eagle Ridge Park
42851825,49.2846851,-122.8110263,Eagle Ridge Pool Grounds and Park
42851998,49.3009425,-122.8146199,Bramble Park
42886026,49.2989774,-122.7928135,
42886037,49.2987292,-122.7965708,Panorama Park
42891852,49.2721917,-122.8003911,Dacre Park
42896712,49.2803687,-122.7885095,Glen Park
42896928,49.290943,-122.779762,Nestor Park
42900468,49.3001122,-122.8219432,Noons Creek Park
42902400,49.2980514,-122.8380574,North Shore Community Park
42902402,49.3024451,-122.8316908,Aspenwood Park
42903009,49.2941214,-122.8352036,Heritage Mountain Park
42906097,49.283220299999996,-122.8290841,Pioneer Memorial Park
42941129,49.3006744,-122.8248906,
47214158,49.2941707,-122.8189942,Westwood Summit Park
48238924,49.2589531,-123.2476604,Jim Taylor Park
49090561,49.2666766,-122.8730962,Miller Park
49954259,49.2303876,-122.7832408,Castle Park
49961466,49.2342749,-122.7776181,Citadel Heights Park
50083319,49.1247513,-122.8820634,Beaver Creek Heights Park
50083356,49.1359626,-122.8658114,
50617815,49.1607102,-123.1756629,Morris Neighbourhood Park
50773894,49.2577482,-122.8968409,Lyndhurst Park
50774233,49.2082229,-122.9085735,Tipperary Park
51356067,49.1176255,-122.7330688,Bill Reid Millennium Amphitheatre Park
51542556,49.1673664,-122.7961052,Meagan Anne MacDougall Park
51542558,49.1674575,-122.7934308,34G - Greenbelt
54750657,49.2506241,-123.1626233,Trafalgar Park
55975007,49.3601821,-123.1222709,Glenmore Park
58752734,49.2665082,-123.2409971,Jim Everett Memorial Park
60007798,49.2306282,-123.1919596,Musqueam Park
61687442,49.1454211,-123.0968065,
67481592,49.2902402,-122.8254268,Mountain Meadows Park
75383014,49.2755142,-122.8884791,Art Wilkinson Park
75610120,49.2468198,-122.9341625,Warner Loat Park
77720373,49.2543677,-122.9000329,Cameron Park
83065955,49.2019047,-122.9439104,Grimston Park
83442577,49.2698898,-122.7883667,Fox Street Park
83666404,49.2107499,-122.8726374,Bridgeview Park
84513853,49.2108934,-122.9928898,Froggers Creek Ravine Park
84514020,49.2027442,-123.0114813,
84514022,49.1919542,-123.0014882,Burnaby Fraser Foreshore Park
84514027,49.184178,-122.9801624,Burnaby Fraser Foreshore Park
84831976,49.2042634,-122.791154,Northview Park
84837482,49.165287,-122.860844,Queen Mary Park
85218909,49.2107878,-122.8480268,Bolivar Park
85225025,49.1889671,-122.793577,Guildford Heights Park
85246915,49.1968716,-122.8101587,Holly Park
85516733,49.1770669,-122.9339921,Audley Boulevard Canal Park
86293385,49.2354035,-122.8905075,Hume Park
86438952,49.1495908,-122.8843637,Peter Pan Park
91371089,49.1358992,-123.0895493,Gardens Agricultural Park
93687491,49.3308727,-123.1437842,Leyland Park
94062274,49.2153489,-123.0201852,Suncrest Park
96028065,49.2536479,-123.2324214,Michael Smith Park
96159532,49.1020434,-122.8888797,Delta View Park
96159535,49.1003675,-122.8811278,Joe Brown Park
96159536,49.0991509,-122.8389571,Colebrook Park
96159802,49.0883392,-122.8670912,Mud Bay Park
96164729,49.1104778,-122.8514151,Aspen Park
96164734,49.1134359,-122.8478635,Senator Reid Park
96164735,49.1150842,-122.8500964,Senator Reid Park
96164917,49.1181128,-122.8205042,Sullivan Heights Park
96164921,49.1281554,-122.8322751,Hazelnut Meadows Community Park
96164925,49.1301929,-122.8607777,Hayle Place Park
96164937,49.1217998,-122.8817769,Beaver Creek Park
96164938,49.1283045,-122.8846181,Cougar Creek Park
96164940,49.1306204,-122.8871825,Kabaddi Park
96164942,49.1125815,-122.8650399,Panorama Park
96164957,49.1204917,-122.8739,Tamanawis Park
96279325,49.1590633,-122.8401308,Bear Creek Park
96279327,49.152377,-122.8387871,Bear Creek Park
96280724,49.1458127,-122.8289983,John Tompson Park
96281194,49.1395527,-122.8259489,John Tompson Park
96281267,49.13676,-122.8259657,Nichol Estates Park
96281512,49.1364012,-122.8316136,Todd Crescent Park
96283378,49.1532889,-122.8307138,
96286015,49.1420318,-122.830672,Goodrich Place Park
96286329,49.1324015,-122.8635171,Puss in Boots Park
96286332,49.1309689,-122.8320389,Arbutus Park
96287170,49.141472,-122.8385415,Frank Hurt Park
96287173,49.1449791,-122.8420661,
96288556,49.1612638,-122.8254762,42B - Greenbelt
96289008,49.1664302,-122.8439346,
96290001,49.1881784,-122.8295382,Cedar Grove Park
96328565,49.1842687,-122.8489015,Holland Park
96328671,49.1375102,-122.8707418,Newton Athletic Park
96328773,49.1519874,-122.8532672,Dominion Park
96328804,49.1935088,-122.8627563,Royal Kwantlen Park
96329121,49.1696844,-122.8637036,William Beagle Park
96774944,49.2661115,-123.2444694,
96777505,49.2054718,-122.8596511,Poplar Park
96778018,49.1959296,-122.8495002,Tom Binnie Park
96778263,49.2083738,-122.8207857,Invergarry Park
96778264,49.2000058,-122.8238852,Bonaccord Creek Park
96778266,49.208012,-122.8763008,
96778365,49.2088539,-122.7880777,
96778374,49.2080957,-122.7776272,Fraser View Park
96778390,49.2049114,-122.7643716,North Slope Buffer
96778546,49.201604,-122.761355,Ridgeview Park
96778555,49.1940724,-122.7602462,Glenwood Park
96778556,49.1956471,-122.7641862,Fraser Wood Park
96778557,49.1951724,-122.7754255,Fraser Heights Park
96778639,49.2015234,-122.782397,Erma Stephenson Park
96778797,49.2016462,-122.7765166,North Point Park
96778798,49.2003266,-122.775707,North Point Park
96778800,49.201207,-122.7721583,J.R. Douglas Park
96779029,49.1981416,-122.8999082,Tannery Park
96779030,49.2023819,-122.7484283,Surrey Bend Regional Park
96905322,49.1091932,-122.7153481,
96905323,49.1073316,-122.7168571,Claude Harvie Park
96905325,49.1049553,-122.7145368,77G - Tot-Lot
96905560,49.1125035,-122.7266192,Greenaway Park
96905561,49.1172253,-122.7252943,
96905565,49.1164708,-122.721609,Watson Park
96905613,49.1155958,-122.7098602,Don Christian Park
96905665,49.1250217,-122.719197,Adams Road Park
96906282,49.1146002,-122.7491745,Boothroyd Park
96906283,49.1169847,-122.7528085,Cloverdale Athletic Park
96906284,49.1149771,-122.7405562,Cloverdale Ball Park
96907205,49.1292369,-122.7230322,Provinceton Park
96907206,49.1822108,-122.7928051,Lionel Courchene Park
96907208,49.1795594,-122.7894399,
96907209,49.1792957,-122.7877114,
96907211,49.1788503,-122.8014728,
96907212,49.1799241,-122.8045491,
96907213,49.1803894,-122.7977208,
96907214,49.178764,-122.8029842,Johnston Heights Park
96907216,49.1793642,-122.7926886,Briarwood Park
96907394,49.1795616,-122.8082878,Bonaccord Park
96907395,49.1808866,-122.8060395,
96907396,49.1821036,-122.8072452,Douglas Park
96907685,49.1782391,-122.8059449,
96907686,49.1722501,-122.8060564,Barry Mather Park
96907767,49.1715006,-122.797071,Berkshire Park
96908150,49.1757712,-122.7853769,
96908152,49.1755629,-122.7895516,
96908153,49.1756757,-122.7774809,
96908154,49.1754935,-122.7952255,34A - Utility ROW
96908155,49.1756131,-122.779311,
96908156,49.1756146,-122.7798955,
96908279,49.1755569,-122.7698735,
96908281,49.1756041,-122.7740967,
96908611,49.3269861,-123.1579013,Ambleside Waterfront
96908924,49.173918,-122.7664547,Fern Park
96909164,49.1682291,-122.7708482,Kurtenacker Park
96909374,49.1906048,-122.7458496,Abbey Glen Park
96909375,49.1866682,-122.7487667,Bothwell Elementary School Park
96909377,49.1892397,-122.7461026,Abbey Glen Park
96909947,49.1547779,-122.7634944,Bonnie Schrenk Park
96909948,49.1559035,-122.7619276,
96909951,49.1548863,-122.7594924,
96910079,49.1595958,-122.7692287,Frost Road Park
96910156,49.1615774,-122.7711388,Fleetwood Meadows Park
96910157,49.160185,-122.776714,45H - Neighbourhood Park
96910297,49.1508491,-122.7470188,46G - Greenbelt
96910537,49.1360832,-122.7223185,
97047118,49.1470257,-122.764786,William Watson Park
97047124,49.1439525,-122.7592114,
97047125,49.1462612,-122.76881,Hazelwood Grove Park
97047128,49.1419573,-122.7620983,
99981911,49.2698305,-123.260246,
100226393,49.2143027,-122.9448165,Ernie Winch Park
100240986,49.1688416,-122.9817106,Toyota Park
100245656,49.2001787,-123.0921829,
102248275,49.2789348,-122.9165417,AQ Gardens
102649999,49.2310423,-122.7894892,Fortress Park
102746259,49.1926664,-123.1477709,Miller Neighbourhood Park
103942691,49.1840718,-122.9015075,Bailey Crescent Park
104017150,49.315690000000004,-123.0707858,
104017154,49.3148867,-123.0689069,
104017163,49.3139424,-123.0666893,
105059214,49.2243616,-123.0076239,Maywood Park
106145229,49.3179425,-123.0791808,Ottawa Gardens
106148564,49.3152142,-123.0987032,Kings Mill Walk Park
106991447,49.1299324,-123.1924603,Mariner's Village Neighbourhood Park
106993017,49.1657741,-123.1840959,Terra Nova South Park
107095687,49.2555575,-123.2324383,Khorana Park
107667288,49.2908799,-122.925226,
107667289,49.2903089,-122.9234585,
107667298,49.2902862,-122.9243651,
107667299,49.2908259,-122.9243732,
108293001,49.2501224,-123.2336093,Nobel Park
109819343,49.1823646,-122.756131,Tynehead Regional Park
115568063,49.373993,-123.2879607,Whytecliff Park
115660952,49.1225132,-123.1691437,T. Homma Neighbourhood Park
115680072,49.1543731,-123.174382,
115682463,49.1581616,-123.1861617,
115682697,49.1381226,-123.1773975,Diefenbaker Neighbourhood School Park
115684168,49.151222,-123.1864711,Gilmour Neighbourhood School Park
116410558,49.3096983,-123.0697543,Emerald Park
116410565,49.3088729,-123.0703596,Hamersley Park
117240645,49.2854298,-123.1420633,Alexandra Park
117739158,49.2924969,-122.762407,Norm Staff Park
119607204,49.3186144,-123.0469884,Brooksbank Park
120629480,49.2900192,-123.1248927,Coal Harbour Park
120741254,49.1162212,-122.8960379,Pinewood Playing Field
120741257,49.1075432,-122.8942775,Endersby Park
120751199,49.1720747,-122.9107097,Kendale Place Mini Park
120751204,49.1675521,-122.8945428,Firecrest Park Reserve
120751213,49.1696928,-122.8906471,Kinsmen Parkette
120753270,49.1624875,-122.8966455,Kennedy Park
120753271,49.1653635,-122.8985875,Emwood Place Park Reserve
121647255,49.2719953,-123.1108804,Habitat Island
121647262,49.2705173,-123.1077609,
124048908,49.2825377,-123.0581769,Pandora Park
125269255,49.1224692,-122.8601906,
125269937,49.1018043,-122.7092305,Hunter Park
129483573,49.1239351,-122.8600392,
131452744,49.173732,-123.1192887,Garden City Lands
131560643,49.1841948,-122.9404342,Ryall Park
131560644,49.1860833,-122.943167,Ryall Park
135369793,49.2701689,-123.1341973,
135369794,49.2698642,-123.1331725,
135497921,49.2625879,-123.1204038,
