id,latitude,longitude,price,minimum_nights,reviews_per_month,rate,num_bedroom,num_skytrain,num_bustop,num_restaurant,num_parks,num_market,dis_skytrain,dis_bustop,dis_restaurant,dis_parks,dis_market
13188,49.24773,-123.10509,150,3,1.61,4.83,1,1,11,26,1,3,795.97,136.39,271.97,408.45,277.64
13358,49.28201,-123.12669,227,1,2.88,4.68,1,4,33,104,3,4,587.01,110.13,127.86,158.46,129.73
13490,49.25622,-123.06607,150,30,0.67,4.92,1,2,7,3,4,0,664.12,285.14,409.21,216.2,955.03
14267,49.24922,-123.08139,150,3,0.22,4.76,1,0,16,16,1,3,1663.23,83.82,282.12,115.72,337.96
14424,49.27921,-123.08835,134,30,1.64,4.69,1,1,17,3,3,0,919.49,232.11,285.02,43.29,871.25
16254,49.27721,-123.04086,350,3,0.12,4.57,2,0,11,0,2,0,1918.99,247.34,525.42,353.45,990.45
16611,49.26339,-123.07145,100,365,0.05,4.0,3,3,24,22,3,2,219.96,114.24,103.89,113.45,216.28
17158,49.25277,-123.03774,195,5,0.05,5.0,4,2,16,5,1,0,876.89,239.83,355.93,387.59,1695.26
17765,49.26132,-123.10845,94,5,1.56,4.6,1,2,11,16,3,0,471.11,196.42,223.21,95.19,509.1
19527,49.26018,-123.13477,133,31,0.3,4.69,1,0,17,19,2,1,1499.65,246.99,266.2,293.8,310.27
20085,49.25636,-123.08636,99,30,0.48,4.8,2,0,11,15,3,0,1176.05,197.1,202.87,280.77,547.42
21913,49.23442,-123.05307,107,30,1.6,4.74,1,0,18,2,2,1,1205.8,185.87,437.74,357.52,443.54
24273,49.26216,-123.1715,160,30,0.13,5.0,2,0,15,31,0,4,3852.67,216.18,233.96,621.2,235.69
26047,49.28086,-123.12375,169,30,0.28,4.74,1,5,43,99,5,4,412.46,141.19,64.2,182.6,173.11
32746,49.2792,-123.105,127,30,0.56,4.27,1,7,38,56,7,3,313.5,32.2,145.02,62.24,241.84
33150,49.24677,-123.1048,175,4,0.82,4.97,1,1,12,24,3,3,844.14,245.19,242.52,342.91,244.5
35304,49.2729,-123.06973,125,2,3.54,4.75,1,0,9,42,3,3,1041.35,39.76,9.49,89.04,230.55
42645,49.28036,-123.1234,175,30,0.22,4.79,1,5,44,100,5,4,418.23,112.45,62.98,207.9,227.76
69763,49.28692,-123.13227,320,30,0.27,4.94,2,1,19,55,3,4,914.56,204.48,198.43,37.95,350.59
70453,49.27836,-123.08716,518,3,0.34,4.94,2,1,16,2,4,0,930.69,197.05,311.39,107.98,760.86
72659,49.27345,-123.07031,210,7,0.09,4.91,2,0,9,40,4,3,1062.36,55.97,70.63,17.14,174.61
73841,49.27591,-123.12359,129,30,0.14,4.74,1,3,32,93,7,5,195.53,56.52,70.02,92.37,50.58
77157,49.2452,-123.16544,165,2,4.98,4.82,1,0,9,0,1,0,3628.12,335.67,630.99,87.4,839.44
98830,49.27936,-123.12443,169,30,1.83,4.88,1,4,36,106,5,4,544.79,33.29,48.82,191.61,214.18
140698,49.26262921288303,-123.1044384134911,125,6,1.07,4.85,1,2,22,35,2,3,731.23,32.79,140.94,231.9,311.36
170137,49.25757,-123.18966,175,2,1.51,4.87,3,0,11,4,2,0,5265.9,139.92,285.23,312.05,1076.19
172827,49.28034,-123.12648,400,10,0.12,4.86,2,4,34,89,4,5,616.88,35.86,62.73,35.27,236.77
196722,49.2634,-123.0712,250,7,0.12,4.38,3,3,24,22,3,2,202.58,96.79,98.58,131.02,203.97
219261,49.2719,-123.15043,320,2,2.98,4.6,2,0,9,38,1,1,2090.15,150.25,93.68,323.53,352.91
254657,49.28375,-123.10383,250,6,0.68,4.92,1,5,33,52,6,2,593.08,79.58,25.43,229.64,276.41
256178,49.26293,-123.17143,153,30,0.19,5.0,2,0,17,31,0,4,3818.11,132.41,149.15,706.88,150.15
311354,49.26328,-123.07086,100,365,0.09,4.0,3,3,22,22,3,2,175.52,69.94,81.68,151.98,201.57
322824,49.27608,-123.12452,164,30,1.13,4.89,1,2,35,94,6,7,255.74,13.59,18.03,70.03,44.1
323090,49.28244,-123.12293,168,30,0.52,4.76,1,7,44,94,7,6,312.05,73.82,31.69,164.61,147.17
436032,49.28211,-123.10453,289,3,1.0,4.83,2,5,45,63,7,3,459.58,68.09,30.41,40.44,198.13
448104,49.28063,-123.12502,208,30,2.0,4.88,1,5,37,95,5,4,506.83,90.12,17.98,88.45,176.21
464172,49.28586,-123.05563,257,3,0.04,4.8,2,0,11,2,6,0,2712.96,90.22,484.05,331.64,510.38
475296,49.28241,-123.10381,400,2,1.71,4.85,1,5,41,62,7,3,520.96,14.91,51.98,94.56,244.55
496298,49.28062,-123.11815,131,31,1.22,4.92,1,8,46,99,5,4,208.76,42.08,20.5,162.24,52.91
498112,49.25099,-123.07457,375,9,0.26,4.7,4,0,18,18,1,3,1270.98,155.04,138.76,373.95,256.62
507767,49.27741,-123.12292,210,30,0.02,5.0,1,4,35,116,6,7,327.77,142.89,145.88,121.69,163.48
540348,49.25759,-123.06393,500,1,0.63,4.91,3,2,5,2,3,0,605.19,427.72,439.23,252.49,903.76
557357,49.27917,-123.06246,80,30,1.46,4.89,1,0,10,16,3,1,1855.86,230.3,194.14,280.34,218.93
622217,49.27999,-123.1075,1025,2,0.47,4.96,3,8,38,53,9,3,146.94,82.29,44.28,182.96,46.63
625396,49.27066,-123.18291,256,2,1.35,4.76,1,0,8,4,5,2,4446.89,232.84,252.32,286.58,224.23
648026,49.26775,-123.06862,110,30,0.49,4.88,1,3,10,36,3,4,533.71,76.8,72.82,218.05,60.97
654744,49.29178,-123.14175,160,30,0.58,4.75,2,0,8,45,6,3,1731.33,346.74,245.34,121.18,418.9
654763,49.2506,-123.07175,52,30,0.2,4.73,1,0,23,15,1,2,1168.26,205.48,197.21,395.62,245.22
703179,49.27945,-123.10875,140,3,1.38,4.8,1,7,37,42,9,3,41.1,86.87,22.49,174.87,69.93
713271,49.28104,-123.13621,135,30,0.74,4.77,1,0,16,29,1,2,1264.77,141.79,185.75,379.3,259.06
731219,49.26026,-123.18195,155,31,0.11,4.92,1,0,18,8,2,0,4636.99,160.46,394.59,213.35,541.04
735468,49.28059,-123.1364,220,1,3.04,4.63,1,0,16,29,1,2,1248.44,115.61,214.84,328.69,293.72
755558,49.25996,-123.16653,125,2,0.65,4.86,2,0,17,11,0,2,3620.99,127.0,242.04,521.18,240.08
763445,49.24438,-123.04453,70,4,1.71,4.78,1,2,18,0,2,0,102.85,7.86,705.49,231.62,837.82
771366,49.278350830078125,-123.1224136352539,180,30,0.07,5.0,1,5,38,127,7,7,425.61,75.17,58.06,226.0,61.66
771380,49.278350830078125,-123.1224136352539,300,30,0.07,4.67,2,5,38,127,7,7,425.61,75.17,58.06,226.0,61.66
784153,49.26186,-123.17438,120,30,0.46,4.77,1,0,13,28,0,4,4060.01,255.51,241.5,621.58,279.82
785752,49.26213,-123.17482,134,30,0.02,5.0,2,0,10,27,0,4,4079.7,236.92,212.37,660.67,260.37
801222,49.25804,-123.12119,78,30,0.19,4.59,1,1,19,12,5,2,721.0,119.74,130.5,201.29,437.9
824612,49.28618,-123.05403,84,31,0.57,4.61,1,0,11,0,1,0,2787.98,191.41,545.58,359.07,560.81
875309,49.27073,-123.16325,375,7,0.28,4.74,2,0,14,9,5,0,3029.32,217.83,276.84,297.39,516.1
885600,49.24803,-123.18517,130,3,2.04,4.92,1,0,9,8,0,1,5034.71,30.14,38.62,524.14,35.19
958090,49.27744,-123.11524,444,30,0.08,4.2,1,8,25,60,7,4,482.07,62.42,66.02,273.24,334.75
961006,49.23569,-123.10987,219,1,0.06,4.33,2,1,9,1,1,0,564.81,269.85,437.41,496.03,1187.53
980511,49.27489,-123.12654,83,30,0.09,4.78,1,1,30,70,7,6,338.53,145.79,69.59,262.68,56.31
995174,49.28837,-123.12766,111,30,0.12,4.6,2,2,23,71,4,3,645.08,33.41,21.55,271.86,350.85
1012385,49.25674,-123.0874,108,2,2.75,4.78,1,0,12,12,2,0,1175.01,134.48,125.57,197.8,629.27
1015935,49.2804,-123.08908,130,30,1.76,4.8,1,1,19,3,3,0,976.45,144.29,271.4,180.42,840.89
1021607,49.27747,-123.12098,80,30,0.88,4.85,1,5,36,122,6,7,332.9,154.99,100.81,154.69,140.14
1021669,49.27703,-123.12692,80,30,1.21,4.74,1,2,39,93,4,5,457.35,28.02,43.53,205.82,242.72
1109821,49.29258,-123.13446,73,365,0.1,4.45,1,0,12,53,6,4,1313.11,54.5,50.36,158.86,107.03
1113551,49.26110076904297,-123.1595458984375,560,7,0.36,4.83,4,0,9,8,3,1,3113.1,336.01,374.09,113.64,346.13
1141457,49.27925,-123.08814,160,3,2.56,4.72,2,1,18,3,3,0,933.89,224.05,270.8,52.5,858.41
1178149,49.26957,-123.04828,104,3,1.19,4.92,1,0,7,6,1,1,1201.65,283.45,194.73,205.63,157.95
1187929,49.24965,-123.07027,197,7,0.92,4.85,2,0,20,12,2,2,1044.01,206.73,181.22,353.55,165.65
1191143,49.26716,-123.17653,450,5,0.15,4.75,3,0,12,25,3,4,4047.22,153.34,312.31,186.13,324.88
1214617,49.26731,-123.06909,269,3,1.91,4.87,2,3,12,30,2,4,486.63,88.36,62.34,209.49,48.83
1223989,49.27843,-123.12901,135,90,0.83,4.85,1,2,34,76,4,6,673.05,41.07,58.58,315.37,213.56
1229506,49.26596,-123.06844,520,4,0.09,4.9,3,3,17,26,2,4,334.62,115.39,76.98,127.71,144.42
1291394,49.26889,-123.18543,150,30,0.33,4.9,3,0,10,7,3,2,4651.43,40.89,15.12,350.79,109.23
1309315,49.26719,-123.10982,399,5,0.06,4.29,4,3,11,26,4,2,432.24,189.39,92.64,346.24,425.77
1316477,49.27859,-123.11993,83,90,0.08,4.86,1,6,40,119,5,5,441.79,125.8,87.87,112.79,127.83
1343411,49.27627,-123.10013,95,1,0.58,4.7,1,3,48,32,8,0,325.25,112.44,39.71,154.2,549.94
1360765,49.284,-123.11432,100,30,0.98,4.75,1,7,67,62,6,3,151.57,52.37,16.69,173.39,187.46
1361276,49.25808,-123.07538,160,5,0.15,4.72,3,3,15,5,5,0,618.47,220.48,427.96,238.73,751.2
1365609,49.27932,-123.12911,273,4,1.41,4.89,1,3,32,82,3,5,745.64,41.07,77.58,253.22,222.39
1378220,49.26026,-123.20135,141,3,1.17,4.66,1,0,9,0,0,0,5979.0,257.1,544.38,627.75,1395.47
1380472,49.28284,-123.12335,250,30,0.13,4.94,1,7,45,96,6,5,344.94,21.93,17.86,193.96,134.05
1398788,49.23968,-123.16762,134,31,0.79,4.9,1,0,4,0,0,0,3773.3,253.83,692.74,565.2,769.4
1399744,49.26964,-123.11064,450,30,0.12,4.77,2,4,5,11,5,1,501.94,95.44,102.67,178.57,359.34
1466647,49.28164,-123.11006,199,30,0.13,4.23,1,7,56,64,6,3,255.15,41.12,128.19,60.94,162.46
1502887,49.29014,-123.12716,139,180,0.04,4.8,2,1,20,57,6,2,731.13,61.32,98.51,164.98,350.04
1525113,49.29101,-123.14085,80,30,0.14,4.4,1,0,10,59,7,4,1638.43,245.14,199.16,112.38,311.26
1610084,49.259355585297335,-123.06131358343916,191,2,1.47,4.88,1,2,10,4,1,0,630.63,312.17,403.76,418.65,852.88
1623556,49.25259,-123.09292,95,3,2.66,4.67,2,0,12,8,1,0,1705.64,222.3,241.18,362.98,649.93
1629480,49.25225,-123.10756,85,30,1.28,4.82,1,1,6,6,2,0,690.76,383.77,470.89,316.42,561.99
1657214,49.28167,-123.10984,250,30,0.04,5.0,2,7,52,64,6,3,255.53,55.99,122.12,62.99,171.52
1717967,49.24778,-123.09867,250,2,2.88,4.92,2,0,12,27,1,3,1255.2,158.5,162.69,421.76,220.65
1733307,49.27781,-123.10637,297,1,5.05,4.88,1,5,26,29,8,1,276.94,96.04,188.3,151.76,268.89
1768817,49.24489,-123.10302,90,30,0.62,4.9,1,0,15,22,3,2,1044.86,136.29,121.81,298.74,105.28
1820919,49.2585,-123.11479,395,2,0.64,4.93,3,2,15,20,1,3,483.0,25.96,3.27,321.32,263.43
1830733,49.27866,-123.08627,150,2,2.26,4.9,1,0,16,3,4,0,1002.97,250.32,258.82,160.27,708.66
1850984,49.26772,-123.0975,300,6,0.3,4.79,2,2,15,11,2,0,640.7,164.35,272.27,162.1,559.53
1869071,49.28216,-123.12438,88,30,0.04,4.75,1,6,36,92,6,4,418.64,42.79,33.89,218.35,40.27
1898584,49.27915,-123.10642,79,90,0.31,4.75,1,8,33,48,8,3,211.52,52.14,75.39,123.16,152.15
1932171,49.26861,-123.06666,97,31,0.13,4.64,1,3,9,36,2,4,643.19,221.46,200.04,265.08,205.42
1950844,49.289572744151286,-123.13735652751976,261,2,3.05,4.57,2,0,18,83,9,6,1345.43,55.87,38.18,272.82,115.65
2003897,49.26263,-123.11627,130,120,0.03,5.0,1,2,30,42,7,4,129.82,81.17,47.92,300.01,168.37
2011559,49.26057,-123.15881,575,5,0.45,4.89,4,0,11,8,3,1,3095.56,351.93,412.85,169.4,377.09
2033952,49.26715,-123.15325,99,2,0.14,4.67,1,0,13,38,1,3,2417.99,143.89,129.04,158.02,312.01
2041582,49.2753,-123.14721,223,30,2.26,4.96,2,0,3,7,3,0,1837.76,314.79,295.39,309.88,713.73
2042431,49.28005,-123.11659,149,30,1.2,4.9,1,8,43,76,6,5,307.16,102.48,77.51,179.19,63.28
2046259,49.23573,-123.10819,219,1,0.08,4.43,2,1,7,0,0,0,675.21,292.3,558.0,552.42,1126.52
2056676,49.27393,-123.11599,110,30,0.81,4.46,1,4,14,41,6,2,434.41,87.07,196.58,106.1,320.09
2092610,49.2655,-123.0969,150,30,0.4,4.73,1,2,25,27,3,4,888.9,158.34,242.32,179.08,345.52
2168943,49.25972,-123.14269,175,7,0.12,4.93,2,0,20,20,4,1,2074.15,118.95,250.97,163.11,324.41
2183209,49.26597,-123.15633,175,30,1.23,4.73,1,0,14,28,3,2,2673.18,231.56,215.52,314.01,250.71
2188113,49.28514,-123.12275,500,30,0.32,4.86,2,6,46,90,5,5,219.91,78.35,54.17,180.0,157.5
2198419,49.2773,-123.12294,115,180,1.27,4.94,2,4,34,111,6,6,316.21,136.19,149.07,112.53,174.6
2216062,49.26992,-123.18596,105,28,0.57,4.97,2,0,9,6,2,2,4675.53,135.23,135.88,321.88,203.16
2273714,49.27228,-123.06946,150,3,0.39,4.8,1,0,10,46,4,4,1003.94,62.21,10.23,157.02,286.92
2282114,49.23792,-123.18224,1000,7,0.2,5.0,4,0,18,4,0,1,4793.87,214.27,278.04,737.61,325.75
2361393,49.239,-123.08606,95,45,1.18,4.67,2,0,13,0,2,0,2311.57,144.35,696.8,232.06,598.35
2365994,49.28298,-123.12339,150,30,0.85,4.84,1,7,44,96,6,5,349.99,6.34,30.18,198.94,140.44
2439607,49.25495,-123.10807,195,5,0.1,4.6,4,2,0,6,5,0,854.07,505.18,482.88,239.12,537.8
2454353,49.23748,-123.08735,125,30,1.6,4.97,1,0,12,0,2,0,2178.49,229.67,504.21,220.93,719.58
2472791,49.27075,-123.1541,270,5,0.14,4.8,1,0,12,42,0,2,2373.42,198.83,81.99,544.3,129.42
2502137,49.25877,-123.08299,90,30,0.49,4.94,1,1,7,2,2,0,833.16,390.41,498.64,412.31,647.01
2520259,49.24704,-123.09809,120,4,0.09,4.6,1,0,12,26,1,3,1309.39,208.08,208.27,498.44,243.72
2521520,49.21083,-123.04264,160,30,0.15,4.44,1,0,3,0,2,0,3027.17,297.13,551.84,458.5,886.19
2532975,49.28586959838867,-123.05322265625,255,5,0.42,4.83,2,0,10,0,1,0,2778.86,243.5,517.38,423.68,544.57
2576878,49.25865,-123.12294,90,30,0.06,4.83,1,1,12,4,6,2,768.95,207.64,221.63,166.61,352.19
2592307,49.25222,-123.1186,112,2,6.0,4.92,1,1,13,13,2,1,393.7,239.4,342.46,279.95,324.75
2644110,49.28545,-123.06435,113,6,0.2,4.86,1,0,11,7,3,0,2431.33,90.59,132.4,165.54,680.46
2653578,49.28044,-123.12496,268,1,5.59,4.72,1,4,39,96,5,4,511.82,93.2,36.71,94.82,197.23
2658803,49.28169,-123.12628,103,30,0.17,4.53,2,4,36,99,3,5,561.78,64.89,117.09,119.5,113.99
2669445,49.27109,-123.2088,120,30,0.11,4.75,1,0,10,1,3,0,6315.88,225.51,472.84,314.65,1662.49
2672380,49.24801,-123.1883,475,5,0.11,4.83,4,0,9,8,1,1,5261.89,217.1,222.88,307.04,209.65
2675179,49.27512,-123.15131,450,30,0.91,4.95,2,0,6,13,2,1,2134.23,304.84,204.42,398.99,483.53
2730555,49.26536,-123.09943,280,3,1.77,4.93,1,2,26,31,2,3,869.59,92.74,65.4,293.39,267.75
2764812,49.27992,-123.12658,377,3,1.4,4.86,2,4,36,87,3,5,642.79,81.32,18.39,81.2,281.76
2812038,49.25665,-123.10039,249,1,1.77,4.92,2,0,13,26,5,1,1234.39,56.47,44.39,119.06,262.17
2836478,49.27293,-123.12547,132,90,0.03,5.0,2,1,19,44,6,5,314.4,12.6,168.69,133.46,183.51
2847310,49.28247,-123.10342,231,2,3.8,4.95,1,5,39,62,7,3,547.07,23.25,57.56,118.99,247.81
2944104,49.27795,-123.11734,90,30,0.9,4.64,1,8,30,86,5,4,503.63,139.71,23.0,155.21,236.88
2985232,49.26338,-123.18966,240,7,0.12,4.9,2,0,16,9,3,0,5070.15,73.82,172.65,88.55,578.36
2988185,49.28884,-123.13288,96,30,0.05,4.8,2,0,18,76,4,5,1012.32,99.66,32.27,185.55,136.1
2988465,49.28748,-123.1289,98,30,0.13,5.0,1,2,21,68,3,3,690.07,62.23,3.66,234.91,360.3
2997414,49.27629,-123.09888,179,30,0.07,4.88,2,3,48,32,7,0,292.32,128.77,62.51,122.41,560.8
3093219,49.2669,-123.18107,425,2,0.17,5.0,3,0,17,22,2,3,4375.81,175.76,189.55,137.18,214.81
3124378,49.27511,-123.12679,104,31,0.05,5.0,1,1,31,69,6,6,360.06,138.22,88.33,258.1,86.4
3130486,49.26731,-123.09774,292,4,0.98,4.82,1,2,17,19,2,0,678.61,153.84,232.73,166.04,510.73
3133244,49.27917,-123.1337,200,30,0.71,4.57,1,1,22,40,2,4,998.74,112.97,198.3,267.03,209.95
3142563,49.26366,-123.18138,156,1,7.49,4.88,1,0,17,25,2,1,4481.55,65.43,99.69,410.69,253.87
3158555,49.2785,-123.05217,80,2,1.78,4.82,1,0,9,14,1,1,2095.74,301.45,284.01,484.2,405.68
3168686,49.2839,-123.10111,322,2,0.55,4.71,2,4,25,45,3,2,771.98,150.65,92.48,116.88,301.78
3177610,49.27914,-123.12016,300,30,0.22,4.96,2,8,41,122,6,5,386.73,113.59,44.31,106.66,124.05
3215295,49.2498,-123.10378,110,30,0.47,4.87,1,1,13,26,2,2,877.38,139.48,174.76,483.04,217.16
3230030,49.28875,-123.12417,104,30,0.06,5.0,1,6,27,69,7,3,468.64,39.31,93.73,150.55,127.79
3230315,49.28886,-123.12616,104,30,0.15,4.67,1,4,23,69,5,3,583.31,71.66,72.16,158.31,264.49
3239463,49.27359,-123.10051,200,30,0.06,4.83,2,3,40,10,6,0,48.9,51.95,223.88,98.84,509.92
3241017,49.2782,-123.10575,164,3,1.24,4.94,1,6,30,39,8,2,290.64,123.49,176.51,99.34,259.3
3258141,49.27197,-123.17999,457,7,0.05,4.4,3,0,4,1,5,1,4223.69,396.02,423.73,39.32,390.53
3331054,49.28488,-123.02993,79,30,0.86,4.83,1,0,13,2,2,0,2513.84,209.65,421.41,348.43,1041.32
3342823,49.26769548861046,-123.15297966446786,300,2,0.96,4.53,2,0,12,41,1,2,2379.45,126.06,68.61,202.96,309.38
3379799,49.26214586003144,-123.18029817007611,760,5,0.05,5.0,4,0,17,23,1,1,4455.24,246.55,211.05,363.45,299.65
3415750,49.28374,-123.12267,175,30,0.95,4.68,1,6,53,99,5,5,295.54,38.44,31.73,186.51,235.92
3425973,49.27523,-123.1524,250,7,0.17,4.63,2,0,5,13,2,1,2213.66,294.94,150.5,344.37,451.89
3458717,49.26867,-123.16656,473,1,1.24,4.76,3,0,15,10,4,1,3304.84,100.17,46.01,254.61,499.2
3577737,49.27021,-123.03816,140,1,2.0,4.74,1,0,10,2,1,0,1118.17,330.25,313.88,455.5,602.57
3594666,49.27656,-123.11813,444,30,0.11,4.42,2,4,26,90,7,6,354.36,42.51,67.82,79.77,274.27
3621849,49.29169,-123.05097,800,1,1.27,4.76,5,0,4,0,6,0,3439.23,332.71,1098.69,62.19,1210.44
3629071,49.27198,-123.0681,122,1,6.1,4.92,1,0,10,46,3,5,1004.4,112.81,94.24,106.39,296.77
3678989,49.27166,-123.06616,140,3,2.99,4.75,1,1,10,40,2,4,983.11,244.99,236.05,39.4,372.45
3679016,49.27412,-123.07405,117,3,1.08,4.97,1,1,14,35,3,3,993.14,227.77,240.01,87.92,327.74
3742414,49.26013,-123.1891,300,2,1.7,4.7,2,0,19,6,3,0,5132.0,252.61,363.11,275.86,909.6
3766620,49.26268,-123.14881,180,7,0.3,4.41,1,0,15,16,1,1,2355.68,139.12,201.52,434.44,133.06
3803319,49.25725,-123.08369,199,4,0.6,4.83,3,0,8,11,2,0,1009.46,336.96,400.15,333.96,540.13
3829365,49.26998,-123.06769,97,1,5.72,4.79,1,3,9,42,4,3,783.78,137.35,127.27,203.66,198.12
3857478,49.2852,-123.13391,171,7,1.79,4.85,1,0,13,47,3,2,1023.47,237.92,265.68,252.02,351.51
3971726,49.28169,-123.11802,98,30,2.03,4.92,1,8,62,98,6,5,97.44,36.5,59.97,222.19,143.49
3994011,49.29236,-123.13936,87,30,0.11,4.83,1,0,11,55,6,4,1602.59,277.31,97.03,110.94,304.46
4054111,49.25886,-123.10898,349,2,2.11,4.96,2,2,7,9,3,0,597.4,434.88,421.13,279.94,516.63
4075378,49.27399,-123.12399,121,30,1.01,4.66,1,1,26,62,8,5,163.06,68.42,27.33,58.37,156.3
4104870,49.27214050292969,-123.07052612304688,162,5,0.94,4.71,1,1,11,46,4,4,939.79,74.83,52.83,152.04,263.3
4120301,49.27949,-123.10711,169,30,0.18,4.39,2,8,34,48,9,3,159.99,45.91,25.8,155.78,89.5
4121741,49.22539,-123.17667,215,1,3.03,4.67,1,0,2,0,0,0,3466.06,382.9,1100.49,731.15,1336.46
4137579,49.27585,-123.06803,199,3,1.2,4.85,1,0,9,33,4,3,1375.29,131.49,100.15,162.21,116.54
4225233,49.28409,-123.12462,128,30,0.6,4.84,1,6,40,85,6,3,388.62,32.42,60.84,273.37,209.85
4244379,49.28109,-123.10671,297,2,4.62,4.86,1,7,41,60,7,4,266.45,35.15,84.92,167.41,164.92
4256725,49.28675,-123.04766,120,3,2.57,4.93,1,0,8,0,2,0,3047.57,225.7,609.86,174.39,848.71
4312171,49.28269,-123.13038,76,30,0.94,4.58,1,2,22,64,2,3,833.4,228.44,201.19,56.38,202.02
4318059,49.27707,-123.11507,200,182,0.2,4.95,1,5,21,57,6,3,491.47,102.18,66.89,281.85,376.86
4348412,49.2669,-123.16656,140,3,3.26,4.86,2,0,21,26,1,3,3349.32,150.68,148.94,411.33,302.64
4377155,49.25595,-123.07807,156,5,0.45,4.87,4,1,10,7,2,2,923.5,174.36,405.71,225.49,445.23
4404431,49.26184,-123.14763,495,5,0.14,5.0,3,0,14,17,1,1,2340.38,110.5,210.4,454.07,259.62
4418911,49.27351,-123.15035,140,28,0.34,4.9,1,0,6,18,1,1,2066.8,182.08,104.03,384.56,414.3
4447077,49.27403,-123.09921,200,4,0.97,4.83,2,3,41,10,7,0,102.64,85.63,168.3,12.7,614.32
4465068,49.27487,-123.14964,675,2,0.15,4.92,3,0,6,10,2,0,2012.44,274.44,248.13,368.73,545.32
4465400,49.27315,-123.16093,600,4,0.41,4.98,4,0,6,9,4,1,2835.41,69.74,425.96,267.33,443.86
4493377,49.26137,-123.16982,155,30,1.1,4.85,2,0,21,24,0,5,3772.32,121.78,287.94,548.64,321.16
4510264,49.27216,-123.04006,500,4,0.12,4.91,4,0,9,1,0,0,1369.52,294.77,382.04,673.5,569.04
4568364,49.26424,-123.20055,156,2,2.85,4.74,2,0,10,4,1,0,5819.85,51.96,423.43,332.09,1116.89
4630113,49.2346,-123.02652,100,35,0.17,5.0,1,1,15,17,4,0,561.81,173.54,254.46,53.48,551.29
4637856,49.28111,-123.07293,110,30,0.09,5.0,2,0,17,2,1,1,1757.88,66.45,6.31,290.7,338.27
4659229,49.25107,-123.1025,116,4,1.96,4.72,1,1,14,24,4,2,990.19,107.54,99.7,325.78,188.13
4679955,49.26329,-123.18427,250,31,0.84,4.88,3,0,18,12,2,1,4694.6,109.51,81.85,288.46,466.36
4701190,49.24961,-123.03755,150,31,0.16,4.82,2,1,18,5,1,0,854.45,127.01,248.59,476.63,1351.64
4747128,49.27469,-123.13217,457,4,1.83,4.97,2,1,14,23,4,3,744.89,27.91,75.53,56.2,142.44
4763948,49.25365,-123.08689,141,1,1.74,4.75,1,0,12,17,2,2,1466.38,155.44,212.41,442.31,410.26
4787924,49.25244,-123.0623,85,30,1.53,4.91,1,1,9,0,1,0,642.01,280.6,768.51,355.07,805.52
4849995,49.27147,-123.12661,400,30,0.17,5.0,2,2,9,15,6,1,482.56,177.88,318.02,165.18,345.43
4888430,49.261467,-123.082291,125,3,4.81,4.93,1,2,13,2,3,0,536.21,134.0,444.5,232.08,547.68
4924996,49.27517,-123.06581,678,2,0.15,4.73,2,0,7,33,3,3,1372.59,263.74,138.63,286.62,252.19
4995055,49.24531,-123.09533,143,14,0.71,4.85,1,0,12,17,0,4,1548.89,378.54,390.33,709.85,396.56
5005722,49.25965,-123.20512,378,4,1.29,4.89,2,0,7,5,0,0,6260.77,185.37,461.91,753.17,1655.56
5040320,49.27993,-123.1263,228,30,1.07,4.95,1,4,34,87,3,5,624.12,83.28,33.91,76.36,272.7
5104965,49.2384864,-123.152607,127,1,4.86,4.92,1,0,13,5,2,0,2679.31,200.19,233.04,316.11,572.58
5154272,49.27508,-123.12388,150,30,0.16,4.93,1,2,30,78,8,6,155.46,107.24,64.03,136.6,76.75
5278749,49.2644,-123.09873,81,2,0.92,4.91,1,1,27,33,2,4,981.13,142.67,130.48,206.01,187.85
5347437,49.28045,-123.10871,223,2,2.7,4.4,2,7,42,55,9,3,124.84,75.48,44.11,221.34,70.69
5391067,49.28287,-123.09425,80,2,0.51,4.66,1,0,23,13,2,1,1047.85,50.62,60.31,27.3,496.8
5415806,49.27841,-123.10815,110,5,0.06,4.17,2,8,27,25,9,2,138.43,43.54,118.83,229.91,169.64
5423637,49.2827,-123.1241,200,30,0.7,4.89,2,7,40,91,6,4,397.71,19.62,33.39,247.48,80.88
5439203,49.27638,-123.12394,130,30,1.61,4.91,1,3,34,95,8,7,252.52,48.0,67.92,34.27,75.18
5459210,49.25853,-123.08005,130,10,0.12,4.6,3,3,10,0,3,0,814.31,195.07,587.86,334.01,665.7
5471844,49.24731,-123.08777,110,2,8.87,4.91,1,0,13,9,1,2,2047.3,193.22,172.0,431.94,345.61
5480529,49.287139892578125,-123.12576293945312,340,30,0.38,4.97,3,5,32,69,7,3,462.65,32.23,83.21,83.92,158.03
5482135,49.24243,-123.04059,204,3,2.75,4.68,3,2,15,0,0,0,434.67,217.6,693.03,522.34,776.58
5490474,49.27105,-123.18246,214,30,1.22,4.76,2,0,7,4,5,2,4410.35,268.54,290.88,238.02,260.38
5571829,49.27832,-123.12109,109,30,0.35,5.0,1,6,44,126,6,5,424.72,66.13,89.47,199.77,56.38
5602997,49.27549,-123.06406,211,2,2.69,4.96,2,0,5,18,3,3,1430.92,393.39,204.17,351.04,380.53
5631903,49.24942,-123.12413,152,3,2.2,4.83,2,1,10,5,3,0,603.07,78.01,121.13,205.7,831.4
